Name,State,Country,Address,Latitude,Longitude,Google Map Link,Domestic/International,Type
Indira Gandhi International Airport,Delhi,India,New Delhi,28.5561437,77.0999623,https://www.google.com/maps/place/?q=place_id:ChIJiS0q_IUbDTkRne1DLBh2874,International,Airport
Safdarjung Airport,Delhi,India,"metro station, Sri Aurobindo Marg, near Jorbagh, Safdarjung Airport Area, Satya Sadan, New Delhi",28.5834828,77.211126,https://www.google.com/maps/place/?q=place_id:ChIJSyHDeIXiDDkR91IVpEksj-8,Domestic,Airport
Hindon Airport,Uttar Pradesh,India,"Sikanderpur Rd, Sahibabad, Ghaziabad",28.7049655,77.3423036,https://www.google.com/maps/place/?q=place_id:ChIJBZDiIkj7DDkR6mzEEelAwkU,Domestic,Airport
IGI Airport Terminal-3,Delhi,India,Delhi,28.555325,77.085746,https://www.google.com/maps/place/?q=place_id:ChIJR-1ZJJobDTkRMqS6R1Bccgs,Domestic,Airport
I.G.I. Airport,Delhi,India,"Indira Gandhi Int'l Airport, Terminal 2, हवाईअड्डा, Delhi",28.55709,77.08684,https://www.google.com/maps/place/?q=place_id:ChIJbxcLt5sbDTkRuGdjnljI60g,Domestic,Airport
Jewar International Airport,Uttar Pradesh,India,"5JF6+73H, Banwari Bas",28.173928,77.611341,https://www.google.com/maps/place/?q=place_id:ChIJbXq6PAC1DDkRYwUphmN9oZA,International,Airport
Indigo Terminal 1 IGI Airport,Delhi,India,New Delhi,28.5653,77.122381,https://www.google.com/maps/place/?q=place_id:ChIJfUsXAWEcDTkR6JUAThRIkEs,Domestic,Airport
I.G.I. Airport Terminal 2,Delhi,India,Delhi,28.557303,77.091134,https://www.google.com/maps/place/?q=place_id:ChIJYUOYLJsbDTkRkB0Vwqbl8A8,Domestic,Airport
Landing Point,Delhi,India,"H44M+FQP, Shankar Vihar, New Delhi",28.5562097,77.1344551,https://www.google.com/maps/place/?q=place_id:ChIJD08NHEUcDTkRi_utWvHspAA,Domestic,Airport
Domestic Airport,Delhi,India,"Sport View, Delhi Cantonment, New Delhi",28.566655,77.123812,https://www.google.com/maps/place/?q=place_id:ChIJsZHAQ2AcDTkRTpJdFNBtg4o,Domestic,Airport
SJ Airport,Delhi,India,"Sri Aurobindo Marg, Safdarjung Airport Area, Satya Sadan, New Delhi",28.584421,77.212242,https://www.google.com/maps/place/?q=place_id:ChIJh5mGIoziDDkRMB_Wv3JBIzU,Domestic,Airport
Airport,Delhi,India,"Sport View, Delhi Cantonment, New Delhi",28.569353,77.123427,https://www.google.com/maps/place/?q=place_id:ChIJ9Z83kIocDTkRMUagB-edc6Y,Domestic,Airport
I.G.I. Airport Terminal 2,Delhi,India,Delhi,28.556806,77.091568,https://www.google.com/maps/place/?q=place_id:ChIJf8kwKIUbDTkRipc0zUlFk0c,Domestic,Airport
Delhi Airport Metro Station,Delhi,India,"Indira Gandhi International Airport, New Delhi, Delhi",28.5571581,77.0860564,https://www.google.com/maps/place/?q=place_id:ChIJT4sZxZsbDTkRr3JZ3CFhMtk,Domestic,Airport
S.J. Airport,Delhi,India,"Civil Colony, BK Dutt Colony, New Delhi",28.58424,77.2126,https://www.google.com/maps/place/?q=place_id:ChIJ40TNF4ziDDkRYqBpwQ-nRe8,Domestic,Airport
Airport Metro Station Entrance,Delhi,India,"J6VF+37X, Ajmeri Gate, Delhi",28.6427396,77.2232276,https://www.google.com/maps/place/?q=place_id:ChIJlXqN0Lb9DDkRMFJK9PhqlTA,Domestic,Airport
Kidzania International Airport,Uttar Pradesh,India,"Sector 38, Noida",28.5644543,77.3241598,https://www.google.com/maps/place/?q=place_id:ChIJf8npbEjkDDkRbBJjhzC98zo,International,Airport
Muhammad Doraemon Khan International Airport,Uttar Pradesh,India,"XPJ9+MX3, New Mohanpuri Colony, Gandhi Nagar, Meerut",28.9816414,77.7199345,https://www.google.com/maps/place/?q=place_id:ChIJW8HR8mJlDDkRmnc_uyLO8Vg,International,Airport
Domestic Airport,Delhi,India,"Thimayya Marg, Delhi Cantonment, New Delhi",28.567341,77.1219085,https://www.google.com/maps/place/?q=place_id:ChIJ92EWz2EcDTkRyKx5T8sP4sE,Domestic,Airport
Palam Airport / IGI Airport T1297,Delhi,India,"Dwarka Road, Sport View, Delhi Cantonment, New Delhi",28.569542,77.123531,https://www.google.com/maps/place/?q=place_id:ChIJJ1P-loocDTkRNJXgxHFq3Hk,Domestic,Airport
321CargoEx,Delhi,India,"NO-8,FIRST FLOOR ,STREET NO -7 ,ROAD -4 ,PALI BLOCK-4, MAHIPALPUR, Mahipalpur",28.5480376,77.129202,https://www.google.com/maps/place/?q=place_id:ChIJmZS7B1kdDTkRxNGfw1pbjW8,Domestic,Airport
"Airport metro,Dwarka Sec-21",Delhi,India,"Metro Station-Dwarka Sector 21, Sector 21, Dwarka, Delhi",28.5514593,77.057847,https://www.google.com/maps/place/?q=place_id:ChIJI8Hr2e4bDTkRN5j1VTZd3BI,Domestic,Airport
IGI Airport Terminal 2 (Air India Office),Delhi,India,Delhi,28.55684,77.09186,https://www.google.com/maps/place/?q=place_id:ChIJI1CBJ4UbDTkR1QAtwrxYLSU,Domestic,Airport
Delhi airport express metro line,Delhi,India,"H33P+MV3, T3 Arrival Rd, New Delhi, Delhi",28.5541294,77.0871844,https://www.google.com/maps/place/?q=place_id:ChIJAT3-4DgbDTkRpFOtnjiAM3o,Domestic,Airport
Rang Puri (Airport Road) / Mahipal Pur Crossing,Delhi,India,"Aerocity, New Delhi",28.54376,77.11623,https://www.google.com/maps/place/?q=place_id:ChIJyyhGxBIcDTkRGYqfGukwIZ8,Domestic,Airport
I.G.I Airport Terminal1 Bridge,Delhi,India,"H4CM+5W6, Indra Gandhi Rd, Shankar Vihar, New Delhi",28.5704062,77.1347596,https://www.google.com/maps/place/?q=place_id:ChIJ-9NoUQAdDTkRiSaPkbWH1sg,Domestic,Airport
Mahipalpur,Delhi,India,"Indira Gandhi International Airport, New Delhi",28.548052,77.125158,https://www.google.com/maps/place/?q=place_id:ChIJQXHP6mocDTkRQkSTniChATw,Domestic,Unknown
Alliance Air,Delhi,India,"Indira Gandhi International Airport, Terminal 1, Old Lufthansa Hanger, Air India Limited, New Delhi",28.5687989,77.1212965,https://www.google.com/maps/place/?q=place_id:ChIJN-fhcoocDTkRG3JknuoFM1g,Domestic,Unknown
GMR Aviation Academy,Delhi,India,"Terminal 2, Indira Gandhi International Airport, New Delhi, Delhi",28.5582111,77.0867075,https://www.google.com/maps/place/?q=place_id:ChIJcY1gvWIcDTkRM4l2xHotuUQ,Domestic,Unknown
Airport Transfer Delhi,Delhi,India,"101B, Pocket, 14, Kalkaji Extension, Block A 14, Kalkaji Extension, Kalkaji, New Delhi",28.5296581,77.2659523,https://www.google.com/maps/place/?q=place_id:ChIJGcxZ5sThDDkRoZVpCvNSrH8,Domestic,Airport
Airport,Delhi,India,"G4R8+2C, New Delhi",28.540058,77.116037,https://www.google.com/maps/place/?q=place_id:ChIJf-iA-vcdDTkR1kTBTwjLh0o,Domestic,Airport
Public Transport Centre,Delhi,India,"G4X3+9P9, IGI Airport T3 Road, Indira Gandhi International Airport, New Delhi",28.5484044,77.1043468,https://www.google.com/maps/place/?q=place_id:ChIJVXgcxHUcDTkR9gw0y90Riqk,Domestic,Unknown
Kamal airport,Delhi,India,"vieender nagar, 309, Data Ram Tyagi Enclave, Block A, Extension Colony, Burari, Delhi",28.7572541,77.1970146,https://www.google.com/maps/place/?q=place_id:ChIJj8Zp5zD_DDkRhHPCq8dFhRs,Domestic,Airport
Hunger's Port,Uttar Pradesh,India,"supertech mart, Sector 137, Noida",28.5118694,77.4111503,https://www.google.com/maps/place/?q=place_id:ChIJc4Q0CvrpDDkRTCyHQfRR64I,Domestic,Unknown
Port Eliot,Uttar Pradesh,India,"Sector 77, Noida",28.571612,77.3921085,https://www.google.com/maps/place/?q=place_id:ChIJFUegL2jvDDkRxW2DxCWwL28,Domestic,Unknown
Trade Port India,Delhi,India,"Commercial Plaza, Wing-B, NH-8, Mahipalpur, New Delhi",28.5912209,77.1585242,https://www.google.com/maps/place/?q=place_id:ChIJOTH2txkdDTkRjrDMv0qo5pM,Domestic,Unknown
South Port,Delhi,India,"23/101, First Floor, Vikas Marg, Veer Savarkar Block, Dayanand Colony, Shakarpur, New Delhi, Delhi",28.635434,77.2852797,https://www.google.com/maps/place/?q=place_id:ChIJGzAH4az8DDkR1I3UiDMnls0,Domestic,Unknown
Port Wine,Delhi,India,"18 & 19, Inder Mohan Bhardwaj Marg, Block E, Greater Kailash II, Greater Kailash, New Delhi",28.5416776,77.2396935,https://www.google.com/maps/place/?q=place_id:ChIJbwbB2iziDDkRY-dEfSZqRtw,Domestic,Unknown
Art'Port,Delhi,India,"Terminal 3, International Departures, Delhi",28.5550838,77.0844015,https://www.google.com/maps/place/?q=place_id:ChIJ-cdWKQ4bDTkRoK-THYBpWe0,Domestic,Unknown
Dwarka Sec.8 New Delhi Near IGI Air Port,Delhi,India,New Delhi Terminal 3 IGI INDIA,28.5561623,77.0999579,https://www.google.com/maps/place/?q=place_id:ChIJVTADyocbDTkRB19m0lJR-No,Domestic,Unknown
Indian Ports Association,Delhi,India,"1st Floor, South Tower, NBCC Place, Bhisham Pitamah Marg, Lodhi Rd, New Delhi",28.5868596,77.2303844,https://www.google.com/maps/place/?q=place_id:ChIJZ2igjvriDDkR3tjDjE2vJhA,Domestic,Unknown
IPA PORT R/H,Delhi,India,"19, Lodhi Rd, behind Sai Baba MandirGokalpuri, Gokalpuri, Institutional Area, Lodi Colony, Delhi, New Delhi",28.5893755,77.2283335,https://www.google.com/maps/place/?q=place_id:ChIJjcKAIxzjDDkRCNGYvJI1ANQ,Domestic,Unknown
Port Residency Homes,Haryana,India,"plot no v 38, 2, DLF Phase 3, Sector 24, Gurugram",28.4895992,77.1056699,https://www.google.com/maps/place/?q=place_id:ChIJ5QBEVMweDTkRlCQW0AR48mc,Domestic,Unknown
New port appliances,Delhi,India,"Qutub Vihar Phase 1, Qutub Vihar Phase 2, Goyla Village, New Delhi, Delhi",28.5713317,77.0270899,https://www.google.com/maps/place/?q=place_id:ChIJVZe2vpIbDTkRHNv2H-0mEk8,Domestic,Unknown
Chath puja talab jalpura,Uttar Pradesh,India,"GCWP+R7V, Jalpura, Greater Noida",28.5471197,77.4356623,https://www.google.com/maps/place/?q=place_id:ChIJSf121PzpDDkRWbpHvx-pasI,Domestic,Unknown
Kashmir Port,Jammu and Kashmir,India,"F3GV+C63, Tehsil Road, Near Water Tank, Sopore, Baramulla",28.476007,77.0930603,https://www.google.com/maps/place/?q=place_id:ChIJXSrGWigZDTkRj31KnqHDTyY,Domestic,Unknown
HAIDER PUR NAHER,Delhi,India,"P4CV+XVW, Gobind Kunj, Haiderpur, Shalimar Bagh, Delhi",28.7224969,77.1446978,https://www.google.com/maps/place/?q=place_id:ChIJbX982IMBDTkRALxDm7XLtaM,Domestic,Unknown
APM Terminals,Delhi,India,"Nehru Place, New Delhi",28.5476689,77.2522688,https://www.google.com/maps/place/?q=place_id:ChIJkxZiYMXjDDkRTEgdTkKa1Uw,Domestic,Unknown
Naala,Uttar Pradesh,India,"NCR Region, 1, near Surbhi Hospital, Morna, Sector 34, Noida",28.5796421,77.3609178,https://www.google.com/maps/place/?q=place_id:ChIJRxRfqUDlDDkROJ00NYv-gq4,Domestic,Unknown
FOTO PORT,Delhi,India,"Rzf-84, Street Number 41, F Block, Block C, Sadh Nagar, Palam, New Delhi, Delhi",28.591034,77.089371,https://www.google.com/maps/place/?q=place_id:ChIJ6YhWr1MbDTkRJs7aJgWwOws,Domestic,Unknown
Khanda Watercourse,Haryana,India,"WV3X+769, Canal Rd, Khanda-r",28.903163,76.8980953,https://www.google.com/maps/place/?q=place_id:ChIJ3-KITCSjDTkRTaSG2XlCuP0,Domestic,Unknown
Hotel Port View,Delhi,India,"L-384 NH-8, Main Chock, near, IGI Rd, near Delhi Airport, Mahipalpur Extension, New Delhi",28.5463917,77.123996,https://www.google.com/maps/place/?q=place_id:ChIJy_m_abkdDTkRTq4LgmG8eBM,Domestic,Unknown
Dutchman Port,Uttar Pradesh,India,"4th Floor, Spectrum Metro Mall, Gardenia Gateway, Sector 75, Noida",28.5729892,77.3791447,https://www.google.com/maps/place/?q=place_id:ChIJSdqZONnvDDkRSi9c0q8j3Ks,Domestic,Unknown
Chhoti Ganga,Haryana,India,"87VM+V3Q, Sector 54, Faridabad",28.3447038,77.2827395,https://www.google.com/maps/place/?q=place_id:ChIJSd5wkT_ZDDkRAGBBLcWoJMo,Domestic,Unknown
Cake's Port,Delhi,India,"27/2, Double storey, Jail road, Ashok nagar Near Tilak Nagar Metro Station, New Delhi",28.6355842,77.0971344,https://www.google.com/maps/place/?q=place_id:ChIJm1FagF_9DDkRHzZBa54BjbQ,Domestic,Unknown
Cyber Port Tower 5,Haryana,India,"X3XF+JGH, Omaxe City, Sonipat",28.9990683,77.0739123,https://www.google.com/maps/place/?q=place_id:ChIJcfBcDfCxDTkRa60Vd-LLwYE,Domestic,Unknown
Canal Crossing,Haryana,India,"C8PG+9PQ, Canal Rd, Friend's Enclave, Sector 29, Agra, Faridabad",28.4359643,77.3268578,https://www.google.com/maps/place/?q=place_id:ChIJsVapgZzdDDkRvV5490zdQeI,Domestic,Unknown
Bhatjan kund revar,Uttar Pradesh,India,"RJMR+GPG, Bhatjan - Palota Rd, Bhatjan",28.83381,77.6418317,https://www.google.com/maps/place/?q=place_id:ChIJ7TKuNOOLDDkRHnGhW8gClEE,Domestic,Unknown
South Port Retail,Delhi,India,"23, Vikash Marg Rd, Veer Savarkar Block, Dayanand Colony, Shakarpur, New Delhi, Delhi",28.635481,77.2853077,https://www.google.com/maps/place/?q=place_id:ChIJR8GMt6v8DDkRIG5QDNz0xc8,Domestic,Unknown
Design Port,Delhi,India,"gate no-3, f-10, near sabji mandi, Chhatarpur",28.4957943,77.1849127,https://www.google.com/maps/place/?q=place_id:ChIJEctqqegfDTkRCSCyTpr8B6w,Domestic,Unknown
Pizasto Port,Delhi,India,"L-111,ground floor, near mother dairy or j&k school, Block L, Dilshad Garden, Delhi",28.6832181,77.3232674,https://www.google.com/maps/place/?q=place_id:ChIJdcHY-Sn7DDkRF1LGRv3XqJ8,Domestic,Unknown
Indiatradeport,Delhi,India,"A1/87, Dwarka Mor, Sewak Park, Dwarka, New Delhi, Delhi",28.6103888,77.032264,https://www.google.com/maps/place/?q=place_id:ChIJERbt-icFDTkRGHA7PoV1tRE,Domestic,Unknown
CHEF'S FOOD PORT,Delhi,India,"Block E, Palam Extension, Palam, New Delhi, Delhi",28.5849977,77.0722865,https://www.google.com/maps/place/?q=place_id:ChIJZYDvrfUbDTkRgbCF14dPtkg,Domestic,Unknown
OYO Flagship Port End,Delhi,India,"L-384, NH-8, Arjun Vihar, Pratap Chowk, Mahipalpur, New Delhi",28.5912209,77.1585242,https://www.google.com/maps/place/?q=place_id:ChIJ2Xans5UdDTkRBf5-sDJciIc,Domestic,PORT
THE HUNGER’S PORT,Uttar Pradesh,India,"Plot no-52, near Saini, Sector -12, Saini, Greater Noida",28.5593584,77.4870584,https://www.google.com/maps/place/?q=place_id:ChIJBVpoHCntDDkR-3K-nd6J3Z0,Domestic,Unknown
PORT GUARD PAINTS,Delhi,India,"Vikas Marg, Veer Savarkar Block, Block D, Laxmi Nagar, New Delhi, Delhi",28.6307088,77.2775876,https://www.google.com/maps/place/?q=place_id:ChIJ4acQXTb9DDkRawR-dksCg6A,Domestic,Unknown
Gauripur Ghat,Haryana,India,"X5PX+F36, Palra",28.9861747,77.1976454,https://www.google.com/maps/place/?q=place_id:ChIJ1-VnpkNTDDkRcgr0psr8p9w,Domestic,Unknown
MMAT boating Lake,Uttar Pradesh,India,"16, Morta, Ghaziabad",28.7080065,77.4133208,https://www.google.com/maps/place/?q=place_id:ChIJuxr3OhfxDDkRPGpHAN77XWw,Domestic,Unknown
Chhatrapati Shivaji Maharaj International Airport,Maharashtra,India,Mumbai,19.0902179,72.8628087,https://www.google.com/maps/place/?q=place_id:ChIJRym9mVDI5zsRrqh0xGAazB4,International,Airport
Airport,Maharashtra,India,"Navpada, Vile Parle East, Vile Parle, Mumbai",19.100105,72.873167,https://www.google.com/maps/place/?q=place_id:ChIJ0SPVRULI5zsRvzUrb4Tk4EI,Domestic,Airport
"D. B. Patil International Airport, Navi Mumbai",Maharashtra,India,"X3R9+H8, Ulwe, Navi Mumbai, Pargaon Dungi",18.9913765,73.0683363,https://www.google.com/maps/place/?q=place_id:ChIJ38GpWgDD5zsRX-_im-nat94,International,Airport
Terminal Building,Maharashtra,India,"Navpada, Vile Parle East, Vile Parle, Mumbai",19.093426,72.855863,https://www.google.com/maps/place/?q=place_id:ChIJiW9wf1LI5zsRqBTOfIXP8Dk,Domestic,Unknown
Juhu Airport,Maharashtra,India,"3RWM+32W, Juhu Tara Rd, Airport Area, Juhu, Mumbai",19.0952497,72.8325715,https://www.google.com/maps/place/?q=place_id:ChIJ39esDbzJ5zsRa3nYaXvGv-E,Domestic,Airport
International Airport,Maharashtra,India,"Payawadi, Service Road, Western Express Hwy, Vile Parle East, Mumbai",19.092962,72.849717,https://www.google.com/maps/place/?q=place_id:ChIJd0Iyaa3J5zsRK2mT5xh_ZVI,International,Airport
Juhu Airport Area,Maharashtra,India,"3RWQ+XJC, Swami Vivekananda Rd, Airport Area, Juhu, Mumbai",19.0974384,72.8390105,https://www.google.com/maps/place/?q=place_id:ChIJ0ykAdLzJ5zsRx1qYoBlJPJI,Domestic,Airport
Chhatrapati Shivaji International Airport,Maharashtra,India,"Navpada, Vile Parle East, Vile Parle, Mumbai",19.101534,72.872602,https://www.google.com/maps/place/?q=place_id:ChIJMblaKULI5zsRlgYYbxurVRU,International,Airport
Cargo international airport,Maharashtra,India,"3VWF+QW7, Chhatrapati Shivaji Maharaj Int'l Airport Rd, Navpada, Sahar Village, Andheri East, Mumbai",19.0969187,72.8747814,https://www.google.com/maps/place/?q=place_id:ChIJJWc3SvzJ5zsRYY4szTPhxkE,International,Airport
Domestic Airport Junction,Maharashtra,India,"Navpada, Vile Parle East, Vile Parle, Mumbai",19.093608,72.851738,https://www.google.com/maps/place/?q=place_id:ChIJdb-MrFLI5zsRcFZKiYtazoQ,Domestic,Airport
Chhatrapati Shivaji International Airport,Maharashtra,India,"Navpada, Vile Parle East, Vile Parle, Mumbai",19.101095,72.874478,https://www.google.com/maps/place/?q=place_id:ChIJ3US5EULI5zsRibiXXYJ1CGM,International,Airport
Airport Road,Maharashtra,India,"Andheri-Kurla Road Andheri (E Near Leela Business Park, Mumbai",19.1101477,72.8742319,https://www.google.com/maps/place/?q=place_id:ChIJAy3xzj_I5zsRuIoDiFGy_3M,Domestic,Airport
Mumbai Domestic Airport Metro Station,Maharashtra,India,"3VW3+H6V, Nehru Rd, छत्रपति शिवाजी अंतर्राष्ट्रीय हवाईअड्डा क्षेत्र, Navpada, Vile Parle East, Vile Parle, Mumbai",19.0964992,72.8530616,https://www.google.com/maps/place/?q=place_id:ChIJU4RxGE3I5zsRNsTU-m0kIyI,Domestic,Airport
Airport Road Metro Station,Maharashtra,India,"4V6F+3M5, below Metro Station, Vijay Nagar Colony West, Marol, Andheri East, Mumbai",19.1101437,72.8742329,https://www.google.com/maps/place/?q=place_id:ChIJAy_lkaXJ5zsRk7BLqPWyJKU,Domestic,Airport
Reti Bandar NMIAL Navi Mumbai Airport,Maharashtra,India,"X2WQ+X86, Nerul, Navi Mumbai",18.9974202,73.0382795,https://www.google.com/maps/place/?q=place_id:ChIJfcsNIwDD5zsRFVQHrCFXHUk,Domestic,Airport
Terminal 1a,Maharashtra,India,"Navpada, Chhatrapati Shivaji International Airport Area, Vile Parle, Mumbai",19.092018,72.852008,https://www.google.com/maps/place/?q=place_id:ChIJ1QMYzlLI5zsRWStY2iqOc3w,Domestic,Unknown
"GoAir,MUMBAI (BOM)",Maharashtra,India,"Chhatrapati Shivaji Maharaj International Airport, T1, Navpada, Vile Parle East, Vile Parle, Mumbai",19.0931403,72.8567534,https://www.google.com/maps/place/?q=place_id:ChIJoTaoIlLI5zsRilHOqrkG5EU,Domestic,Unknown
Niteek airlines office,Maharashtra,India,"T1, Navpada, Chhatrapati Shivaji International Airport Area, Vile Parle, Mumbai",19.093171,72.856741,https://www.google.com/maps/place/?q=place_id:ChIJCW6XPVzJ5zsRQ2mfHBGOe4k,Domestic,Unknown
T2 Auto Entry,Maharashtra,India,"2, IA Project Rd, Chhatrapati Shivaji International, Navpada, Airport Area, Andheri East, Mumbai",19.102957,72.8766429,https://www.google.com/maps/place/?q=place_id:ChIJg_xdizfJ5zsR7rFmVhapZKg,Domestic,Airport
Airport rickshaw stand,Maharashtra,India,"Maharaj, T1, Navpada, Chhatrapati Shivaji, Navpada, Vile Parle East, Mumbai",19.0940943,72.856981,https://www.google.com/maps/place/?q=place_id:ChIJO9slBFLI5zsRwcQlzw3XPjs,Domestic,Airport
BATS,Maharashtra,India,"Shop No:8, Sahar Cargo, Andheri Victor Mati Lane, Sahar Rd, Sahar Village, Andheri East, Mumbai",19.0980599,72.8676201,https://www.google.com/maps/place/?q=place_id:ChIJMTkL80TI5zsRjTnazLe1XoQ,Domestic,Unknown
Novotel Mumbai International Airport,Maharashtra,India,"entrance no 3, CTS 1359, Andheri - Kurla Rd, next to Airport Metro Station, Bori Colony, Marol, Andheri East, Mumbai",19.1101526,72.8753781,https://www.google.com/maps/place/?q=place_id:ChIJW9F5OxXI5zsR4KRkw4VbeFA,International,Airport
Air India Limited,Maharashtra,India,"Chatrapati Shivaji International Airport, T2, NIPTC Sahar, Andheri East, Mumbai",19.0991792,72.8751717,https://www.google.com/maps/place/?q=place_id:ChIJ9fUCl1jI5zsRI7GIjTiKGM4,Domestic,Unknown
Avon,Maharashtra,India,"6X9H+86P, Thane West, Thane",19.2183307,72.9780897,https://www.google.com/maps/place/?q=place_id:ChIJB7_Yq-G55zsRFGuTFplj3Kc,Domestic,Airport
aayesha tours & travels,Maharashtra,India,"Shree Complex, sakinaka junction sakki vihar road, Santacruz – Chembur Link Rd, building, Andheri East, Mumbai",19.1053439,72.8872238,https://www.google.com/maps/place/?q=place_id:ChIJZ3TaXLHJ5zsRGW0L7GzveCQ,Domestic,Airport
Air Mauritius,Maharashtra,India,"Chhatrapati Shivaji International Airport, T1, Sahar Rd, Navpada, Vile Parle East, Vile Parle, Mumbai",19.0964341,72.8745425,https://www.google.com/maps/place/?q=place_id:ChIJm5fdJTzI5zsRdPWo-jonCIU,Domestic,Unknown
SpiceJet,Maharashtra,India,"Chhatrapati Shivaji Maharaj International Airport, T1, Navpada, Area, Vile Parle, Mumbai",19.0931203,72.8568498,https://www.google.com/maps/place/?q=place_id:ChIJQcLwtbnJ5zsRegb0yDK1c1M,Domestic,Unknown
Airport Road Right lane only,Maharashtra,India,"3VX3+JFG, Western Express Hwy, Navpada, Vile Parle East, Vile Parle, Mumbai",19.0990531,72.8537113,https://www.google.com/maps/place/?q=place_id:ChIJg8ZaLADJ5zsRuxlQoSHmaZ0,Domestic,Airport
T2 Airport Rickshaw Stand,Maharashtra,India,"MLCP CSIA, Rickshaw Stand T2, Chhatrapati Shivaji Maharaj Int'l Airport Rd, छत्रपति शिवाजी अंतर्राष्ट्रीय हवाईअड्डा क्षेत्र, Mumbai",19.1007677,72.8744778,https://www.google.com/maps/place/?q=place_id:ChIJXe2CDULI5zsR3MhOGkTNOeQ,Domestic,Airport
Navi Mumbai Airport Sunset Point,Maharashtra,India,"X3VW+9C7, Uran Rd, Panvel, Navi Mumbai",18.993424,73.096056,https://www.google.com/maps/place/?q=place_id:ChIJ7drPxj3p5zsR5h1SJQ5l0xE,Domestic,Airport
Manoj Kumar Sonu,Maharashtra,India,"3VGH+93R, Lower Parel, Friends Colony, Kurla West, Kurla, Mumbai",19.0759837,72.8776559,https://www.google.com/maps/place/?q=place_id:ChIJi2exFwDJ5zsRFa0vBlwYK2I,Domestic,Airport
Skyroute Aviation LLP,Maharashtra,India,"Dr Navin, Domann Villa, NP Thakkar Rd, Navpada, Vile Parle East, Vile Parle, Mumbai",19.0949497,72.8450041,https://www.google.com/maps/place/?q=place_id:ChIJCzQzCeDJ5zsR_arYBLhS0AM,Domestic,Airport
T1 Airport Auto Stand,Maharashtra,India,"3VV4+RV2, Navpada, Vile Parle East, Vile Parle, Mumbai",19.0945215,72.8571583,https://www.google.com/maps/place/?q=place_id:ChIJkVar9GDJ5zsRW9cTAQOOOTs,Domestic,Airport
Airport College,Maharashtra,India,"3VW4+HH2, Navpada, Vile Parle East, Vile Parle, Mumbai",19.0963781,72.8563994,https://www.google.com/maps/place/?q=place_id:ChIJyZ8PxE3I5zsRywD7-d8EUfs,Domestic,Airport
Neeta Travels,महाराष्ट्र,India,"3VV3+Q2C, छत्रपति शिवाजी अंतर्राष्ट्रीय हवाईअड्डा क्षेत्र, Navpada, Vile Parle East, Vile Parle, Mumbai",19.0944392,72.8525036,https://www.google.com/maps/place/?q=place_id:ChIJEZvqWU3I5zsRf98Y1FSehNo,Domestic,Unknown
NMIA CONSTRUCTION SITE,Maharashtra,India,"X2CM+RW4, Ulwe, HILL, Navi Mumbai",18.972009,73.0348229,https://www.google.com/maps/place/?q=place_id:ChIJ-Za7FgDD5zsR0KT53jvNXyM,Domestic,Airport
Proposed Chattrapati Sambhaji Maharaj Airport,Maharashtra,India,"66VV+9J5, Vaholi",19.2433814,73.2440996,https://www.google.com/maps/place/?q=place_id:ChIJB6eCAY2T5zsR1d0QBzDWbUA,Domestic,Airport
"Airport Health Organization, Mumbai Yellow fever vaccination center",Maharashtra,India,"Nest to JW Marriott Hotel, Chhatrapati Shivaji Maharaj Int'l Airport Rd, Mumbai",19.103269,72.8768868,https://www.google.com/maps/place/?q=place_id:ChIJYQSkMGrI5zsRFUDdZUBJuuI,Domestic,Airport
AirportKruz,Maharashtra,India,"A-8, Off Link Rd, Veera Desai Industrial Estate, Andheri West, Mumbai",19.1366004,72.8343948,https://www.google.com/maps/place/?q=place_id:ChIJE4uTKsu35zsROQEO0tnpKNk,Domestic,Airport
Regus Express Mumbai Airport,Maharashtra,India,"Arrivals Hall, Terminal 2, Chhatrapati Shivaji International Airport, Vile Parle, Mumbai",19.0990798,72.8755314,https://www.google.com/maps/place/?q=place_id:ChIJJ-Z-K2jI5zsRE5PJVrBb3iI,Domestic,Airport
Airport View point,Maharashtra,India,"224M+5J9, Sector 15, CBD Belapur, Navi Mumbai",19.0056278,73.0346873,https://www.google.com/maps/place/?q=place_id:ChIJ2YVryurD5zsRzk6xQlwodvY,Domestic,Airport
ONGC Helibase,Maharashtra,India,"Airport Area, Juhu, Greater Mumbai",19.0955351,72.8319767,https://www.google.com/maps/place/?q=place_id:ChIJr-B3ZrzJ5zsRqsWNJW48S5A,Domestic,Airport
Port Point,Maharashtra,India,"XX73+PJG, Unnamed Road, Nhava, Navi Mumbai",18.9643056,72.9540873,https://www.google.com/maps/place/?q=place_id:ChIJL3cUJJ_F5zsRZcAaGpZKvOM,Domestic,Unknown
Mumbai port,Maharashtra,India,"WRQV+PR2, Indira Docks, Mumbai Port Trust, Mazgaon, Mumbai",18.9392613,72.8445248,https://www.google.com/maps/place/?q=place_id:ChIJyeDlBQDR5zsR38dA9vZq5Zk,Domestic,Unknown
Mumbai Port,Maharashtra,India,"WRFV+VF, Fort, Mumbai",18.9246316,72.8437473,https://www.google.com/maps/place/?q=place_id:ChIJEVMQCADR5zsRunH2HeKWDko,Domestic,Unknown
Mumbai Port Trust,Maharashtra,India,"New Dock Rd, Indira Docks, Mumbai Port Trust, Mazgaon, Mumbai",18.9454156,72.8441629,https://www.google.com/maps/place/?q=place_id:ChIJwYiwninO5zsRn3kdLurgrTU,Domestic,Unknown
